SA2_code_number,SA2_name,Area,Population_density_2024,SA2_code
601051028,Lenah Valley - Mount Stuart,9.8,938.90,601051028
601051029,Mount Nelson - Dynnyrne,7.9,660.30,601051029
601051030,New Town,3.8,1708.00,601051030
601051031,Sandy Bay,6.9,1814.60,601051031
601051032,South Hobart - Fern Tree,23.5,289.90,601051032
601051033,West Hobart,3.6,1771.20,601051033
601061034,Dodges Ferry - Lewisham,318.4,28.40,601061034
601061035,Sorell - Richmond,375.9,28.60,601061035
602011036,Invermay,4,872.40,602011036
602011037,Kings Meadows - Punchbowl,5.8,874.00,602011037
602011038,Launceston,5.3,1030.40,602011038
602011039,Legana,33.7,150.50,602011039
602011040,Mowbray,9.3,446.30,602011040
602011041,Newnham - Mayfield,23.6,424.30,602011041
602011042,Newstead,3.7,1491.00,602011042
602011043,Norwood (Tas.),4,986.40,602011043
602011044,Prospect Vale - Blackstone,17.7,390.20,602011044
602011045,Ravenswood,10,396.30,602011045
602011046,Riverside,48.3,155.20,602011046
602011047,South Launceston,2.8,1757.80,602011047
602011048,Summerhill - Prospect,8.8,566.80,602011048
602011049,Trevallyn,9.7,504.40,602011049
602011050,Waverley - St Leonards,55.1,74.60,602011050
602011051,West Launceston,4,1066.80,602011051
602011052,Youngtown - Relbia,14.9,351.90,602011052
602021053,Beauty Point - Beaconsfield,259.2,16.20,602021053
602021054,Deloraine,2521.2,2.50,602021054
602021055,Grindelwald - Lanena,344.8,18.70,602021055
602021056,Hadspen - Carrick,174.7,21.70,602021056
602021057,Westbury,679.1,6.90,602021057
602031058,Dilston - Lilydale,1274.1,3.60,602031058
602031059,George Town,747.2,9.90,602031059
602031060,Longford,222.5,20.90,602031060
602031061,Northern Midlands,4763.6,0.80,602031061
602031062,Perth - Evandale,226.8,25.50,602031062
602031064,St Helens - Scamander,3299.1,2.20,602031064
602031099,Flinders and Cape Barren Islands,1996.6,0.50,602031099
602031100,Scottsdale - Bridport,3205.7,2.20,602031100
603011065,Central Highlands,7185.5,0.30,603011065
603011066,Derwent Valley,1290,2.70,603011066
603011067,Southern Midlands,2600.3,2.70,603011067
603011068,Wilderness - East,7351.1,0.00,603011068
603021069,Bruny Island - Kettering,443.5,8.10,603021069
603021070,Cygnet,239.5,21.50,603021070
603021071,Geeveston - Dover,827.8,5.30,603021071
603021072,Huonville - Franklin,682,15.00,603021072
603031073,Forestier - Tasman,660.4,4.10,603031073
603031074,Triabunna - Bicheno,2542.2,2.10,603031074
604011075,Acton - Upper Burnie,2.1,1582.40,604011075
604011076,Burnie - Ulverstone Surrounds,1364.2,3.90,604011076
604011077,Burnie - Wivenhoe,11.4,320.50,604011077
604011078,Parklands - Camdale,19.5,360.40,604011078
604011079,Penguin - Sulphur Creek,64.2,87.40,604011079
604011080,Romaine - Havenview,11.9,307.50,604011080
604011081,Somerset,26.9,157.20,604011081
604011082,Ulverstone,27.5,259.40,604011082
604011083,West Ulverstone,18.1,255.00,604011083
604011084,Wynyard,58.6,114.40,604011084
604021085,Devonport,10.3,1444.00,604021085
604021086,East Devonport,13.2,399.10,604021086
604021087,Latrobe,215.3,26.70,604021087
604021088,Miandetta - Don,23.1,163.80,604021088
604021089,Port Sorell,363,18.80,604021089
604021090,Quoiba - Spreyton,28.6,114.80,604021090
604021091,Sheffield - Railton,1156.5,6.00,604021091
604021092,Turners Beach - Forth,84.4,43.50,604021092
604031093,King Island,1095.7,1.50,604031093
604031094,North West,4765.9,0.90,604031094
604031095,Smithton,91.3,42.90,604031095
604031096,Waratah,3489.5,1.10,604031096
604031097,West Coast (Tas.),3931.6,1.10,604031097
604031098,Wilderness - West,5651.9,0.00,604031098
701011001,Darwin Airport,14.3,1.40,701011001
701011002,Darwin City,3.2,2480.90,701011002
701011003,East Point,2.4,0.00,701011003
701011004,Fannie Bay - The Gardens,3.9,989.40,701011004
701011005,Larrakeyah,1.9,2256.30,701011005
701011006,Ludmilla - The Narrows,5.4,503.70,701011006
701011007,Parap,1.1,2693.70,701011007
701011008,Stuart Park,1.7,2673.80,701011008
701011009,Woolner - Bayview - Winnellie,6.8,417.50,701011009
701021010,Alawa,1.2,1779.20,701021010
701021011,Anula,1.3,1915.30,701021011
701021012,Berrimah,30.3,76.00,701021012
701021013,Brinkin - Nakara,2.7,1273.60,701021013
701021014,Buffalo Creek,23.9,0.00,701021014
701021015,Charles Darwin,17.5,0.20,701021015
701021016,Coconut Grove,1.4,2111.40,701021016
701021017,East Arm,28,0.80,701021017
701021018,Jingili,1.3,1448.00,701021018
701021019,Karama,2.1,2440.10,701021019
701021020,Leanyer,2.5,1993.80,701021020
701021021,Lyons (NT),7,992.60,701021021
701021022,Malak - Marrara,4.8,963.70,701021022
701021023,Millner,1.5,1795.30,701021023
701021024,Moil,1,2026.10,701021024
701021025,Nightcliff,1.5,2839.70,701021025
701021026,Rapid Creek,1.9,1777.20,701021026
701021027,Tiwi,3.1,828.90,701021027
701021028,Wagaman,0.8,2452.90,701021028
701021029,Wanguri,0.9,2107.30,701021029
701021030,Wulagi,1.3,2127.60,701021030
701031031,Howard Springs,118,50.20,701031031
701031032,Humpty Doo,157.4,58.90,701031032
701031033,Koolpinyah,1199.6,0.00,701031033
701031034,Virginia,54.7,65.70,701031034
701031035,Weddell,1408.7,3.30,701031035
701041036,Bakewell,1.3,2537.00,701041036
701041037,Driver,1.7,1686.80,701041037
701041038,Durack - Marlow Lagoon,11.7,416.70,701041038
701041039,Gray,1.5,2253.60,701041039
701041040,Moulden,1.8,1858.40,701041040
701041041,Palmerston - North,4.8,996.20,701041041
701041042,Palmerston - South,25,342.10,701041042
701041043,Rosebery - Bellamack,3.2,2188.90,701041043
701041044,Woodroffe,1.6,2145.00,701041044
702011045,Charles,16.7,281.30,702011045
702011046,East Side,25.8,243.90,702011046
702011047,Flynn (NT),17.1,301.80,702011047
702011048,Larapinta,58.6,97.20,702011048
702011049,Mount Johns,19,252.00,702011049
702011050,Petermann - Simpson,175248.1,0.00,702011050
702011051,Ross,190.7,16.20,702011051
702011052,Sandover - Plenty,129517.2,0.00,702011052
702011053,Tanami,192662.3,0.00,702011053
702011054,Yuendumu - Anmatjere,71845.1,0.00,702011054
702021055,Barkly,303169.1,0.00,702021055
702021056,Tennant Creek,42.1,83.70,702021056
702031057,Alligator,33100.7,0.10,702031057
702031058,Daly,34828.1,0.10,702031058
702031059,Thamarrurr,3373.7,0.70,702031059
702031060,Tiwi Islands,7483.2,0.40,702031060
702031061,West Arnhem,33509.2,0.20,702031061
702041062,Anindilyakwa,2609,1.10,702041062
702041063,East Arnhem,30989.9,0.30,702041063
702041064,Nhulunbuy,7.6,495.20,702041064
702051065,Elsey,92949.7,0.00,702051065
702051066,Gulf,92278.2,0.10,702051066
702051067,Katherine,7416.9,1.50,702051067
702051068,Victoria River,133608.8,0.00,702051068
801011001,Aranda,1.6,1651.80,801011001
801011002,Belconnen,4.4,2126.90,801011002
801011003,Bruce,5.8,1381.30,801011003
801011004,Charnwood,1.9,1629.90,801011004
801011005,Cook,1.6,1829.30,801011005
801011006,Dunlop,3.6,2023.60,801011006
801011007,Evatt,3.1,1787.10,801011007
801011008,Florey,2.8,1709.40,801011008
801011009,Flynn (ACT),2.1,1752.30,801011009
801011010,Fraser,2.5,836.30,801011010
801011011,Giralang,2.4,1367.60,801011011
801011012,Gooromon,9.9,0.40,801011012
801011013,Hawker,2,1526.90,801011013
801011014,Higgins,1.7,1957.80,801011014
801011015,Holt,3.3,1814.50,801011015
801011016,Kaleen,6,1275.10,801011016
801011017,Latham,2.7,1369.70,801011017
801011018,Lawson,3.1,931.10,801011018
801011019,Macgregor (ACT),4.3,1623.90,801011019
801011020,Macquarie,1.7,1854.90,801011020
801011021,McKellar,1.4,1862.10,801011021
801011022,Melba,2.3,1465.80,801011022
801011023,Page,1.3,2255.60,801011023
801011024,Scullin,1.4,2131.10,801011024
801011025,Spence,1.5,1655.90,801011025
801011026,Weetangera,1.6,1794.50,801011026
801011111,Molonglo Corridor,24.9,0.60,801011111
801011142,Macnamara,4.2,0.00,801011142
801011143,Strathnairn,4.2,456.40,801011143
801011144,West Belconnen,3,7.30,801011144
801031031,Hume,8.6,46.00,801031031
801031032,Kowen,76.9,0.30,801031032
801031113,Canberra East,31.1,38.40,801031113
801031114,Canberra Airport,5.5,23.10,801031114
801031115,Majura,89.7,3.00,801031115
801041034,Amaroo,2.6,2306.40,801041034
801041035,Bonner,2.8,2669.90,801041035
801041036,Casey,2.6,2530.40,801041036
801041037,Crace,1.7,2893.20,801041037
801041038,Forde,1.9,2295.70,801041038
801041039,Franklin,2.3,3247.00,801041039
801041040,Gungahlin,4.6,2013.90,801041040
801041043,Hall,2.9,101.00,801041043
801041044,Harrison,2.9,2767.80,801041044
801041045,Mitchell,7.4,1.10,801041045
801041046,Ngunnawal,4.2,2659.20,801041046
801041047,Nicholls,6.7,972.30,801041047
801041048,Palmerston,1.9,2818.60,801041048
801041116,Gungahlin - East,17.2,0.00,801041116
801041117,Gungahlin - West,13.7,0.00,801041117
801041118,Jacka,2.9,233.00,801041118
801041119,Kenny,6.2,2.90,801041119
801041120,Moncrieff,1.9,3084.20,801041120
801041121,Taylor,4.1,1167.50,801041121
801041122,Throsby,1.5,2416.80,801041122
801051049,Acton,2.7,1197.90,801051049
801051050,Ainslie,3.5,1513.10,801051050
801051051,Braddon,1.4,5165.50,801051051
801051053,Civic,1.4,3682.30,801051053
801051054,Dickson,1.6,2527.90,801051054
801051055,Downer,1.6,2762.80,801051055
801051056,Hackett,1.9,1689.90,801051056
801051057,Lyneham,5.5,1072.60,801051057
801051058,O`Connor (ACT),4.9,1190.00,801051058
801051060,Turner,1.5,3078.80,801051060
801051061,Watson,3.7,1951.10,801051061
801051123,Black Mountain,6.7,0.00,801051123
801051124,Campbell,3.2,1660.50,801051124
801051125,Duntroon,2.4,929.20,801051125
801051126,Parkes (ACT) - North,1.1,250.50,801051126
801051127,Reid,0.9,2089.20,801051127
801051128,Russell,0.5,0.00,801051128
801061062,Deakin,3.6,886.50,801061062
801061063,Forrest,1.6,1193.00,801061063
801061064,Griffith (ACT),2.8,2067.60,801061064
801061066,Lake Burley Griffin,6.2,0.00,801061066
801061067,Narrabundah,4.1,1685.80,801061067
801061068,Parkes (ACT) - South,1.8,2.20,801061068
801061069,Red Hill (ACT),4.9,728.50,801061069
801061070,Yarralumla,7.2,430.20,801061070
801061129,Barton,1.2,1677.20,801061129
801061130,Fyshwick,9.8,6.00,801061130
801061131,Kingston (ACT),1.4,5226.90,801061131
801071071,Banks,2.3,2222.50,801071071
801071072,Bonython,2.9,1274.90,801071072
801071073,Calwell,3.9,1426.40,801071073
801071074,Chisholm,3.1,1681.70,801071074
801071075,Conder,4.5,1085.00,801071075
801071076,Fadden,3.1,955.10,801071076
801071077,Gilmore,2,1294.60,801071077
801071078,Gordon (ACT),4.4,1750.30,801071078
801071079,Gowrie (ACT),1.9,1602.70,801071079
801071080,Greenway,5.3,1008.60,801071080
801071081,Isabella Plains,2.5,1713.80,801071081
801071082,Kambah,11.3,1387.70,801071082
801071083,Macarthur,1.3,1051.90,801071083
801071084,Monash,3.4,1635.50,801071084
801071085,Mount Taylor,10.9,0.00,801071085
801071086,Oxley (ACT),1.1,1532.40,801071086
801071087,Richardson,2.2,1337.40,801071087
801071088,Theodore,3.1,1188.40,801071088
801071089,Tuggeranong,75.6,0.50,801071089
801071090,Wanniassa,5.4,1430.50,801071090
801071132,Tuggeranong - West,9.2,1.10,801071132
801081091,Chapman,1.9,1548.10,801081091
801081092,Duffy,2.8,1226.20,801081092
801081093,Fisher,1.6,2092.00,801081093
801081094,Holder,1.9,1533.20,801081094
801081095,Rivett,1.6,2101.70,801081095
801081096,Stirling,1.3,1617.30,801081096
801081097,Waramanga,1.7,1598.40,801081097
801081098,Weston,3.8,1036.10,801081098
801081133,Scrivener,1.6,0.00,801081133
801091099,Chifley,1.6,1698.00,801091099
801091100,Curtin,4.8,1141.70,801091100
801091101,Farrer,2.1,1813.20,801091101
801091102,Garran,2.7,1375.50,801091102
801091103,Hughes,1.8,1760.40,801091103
801091104,Isaacs,3.1,759.70,801091104
801091105,Lyons (ACT),2.3,1447.00,801091105
801091106,Mawson,2.1,1644.30,801091106
801091107,O`Malley,2.6,365.20,801091107
801091108,Pearce,1.7,1584.10,801091108
801091109,Phillip,2.6,2515.80,801091109
801091110,Torrens,1.3,1858.10,801091110
801101134,Arboretum,6,1.70,801101134
801101135,Coombs,2.3,2533.40,801101135
801101136,Denman Prospect,4.7,1030.40,801101136
801101137,Molonglo,2.2,0.00,801101137
801101139,Wright,1.3,3439.80,801101139
801101145,Molonglo - East,7.3,0.40,801101145
801101146,Whitlam,3.3,269.70,801101146
801111140,ACT - South West,416.8,1.30,801111140
801111141,Namadgi,1202.8,0.10,801111141
901011001,Christmas Island,136.1,13.70,901011001
901021002,Cocos (Keeling) Islands,13.7,45.50,901021002
901031003,Jervis Bay,67.2,4.50,901031003
901041004,Norfolk Island,38.7,56.90,901041004
